screen_name,text,source,retweet_count,hashtags,mentions_screen_name,searchTerm,disease,Preprocesstext,Sentiment
CarolAn29568287,@MJsLoveSlave Staying put.  Went to the Dr.  I am taking Losartan 25mg in the morning and Amlodipine 25 mg at night.  I hope I can get better soon so I can go back to work and exercising.  Hope your ok.,Twitter Web Client,0,,MJsLoveSlave,Losartan,High_Bp,staying put went to the dr am taking losartan mg in the morning and amlodipine mg at night hope can get better soon so can go back to work and exercising hope your ok,neutral
Vandamir,"@Chonnymo I've read some of the research about metformin's effects on oxidative stress &amp; inflammation. If I had a primary care Dr I trusted, I'd discuss it with them. I currently take the BP med Losartan b/c of it's anti-inflammatory properties.",Janetter Pro for Android,0,,Chonnymo,Losartan,High_Bp,ve read some of the research about metformin effects on oxidative stress amp inflammation if had primary care dr trusted discuss it with them currently take the bp med losartan of it anti inflammatory properties,neutral
medschat,Can I Take Lisinopril After The Expiration Date https://t.co/ywQiFCDUFN,MedsChat.com,0,,,Lisinopril,High_Bp,can take lisinopril after the expiration date,neutral
Pixeled_roy,"@ThatKevinSmith @riteaid As an 80s kid on lisinopril and lovastatin myself, the phrase â€œbetter living through chemistryâ€? has a whole different meaning. Be thankful that youâ€™re on a path of life, and please: â€œDogma 2â€? would be nice set in 2018. T",Twitter for iPhone,0,,ThatKevinSmith riteaid,Lisinopril,High_Bp,as an kid on lisinopril and lovastatin myself the phrase better living through chemistry has whole different meaning be thankful that you re on path of life and please dogma would be nice set in,neutral
HeatherDaySBC,"Thanks for sharing Jessica!! <f0><U+009F><U+0091><U+008D><f0><U+009F><U+0092><U+009C><f0><U+009F><U+0098><U+0081>

Since using cbd oil I have personally noticed that my BLOOD PRESSURE has gone down, I no longer take blood pressure medicine, I was on lisinopril 20mg and clonidine.
My body... https://t.co/UdoW1YaLfy",Facebook,0,,,Lisinopril,High_Bp,thanks for sharing jessica since using cbd oil have personally noticed that my blood pressure has gone down no longer take blood pressure medicine was on lisinopril mg and clonidine my body,neutral
Von_Guildhausen,"RT @seewordharry: @Von_Guildhausen I really try not to hate ppl, but the Brad Thor-types may force me to mainline Lisinopril.",Twitter Web Client,1,,seewordharry Von_Guildhausen,Lisinopril,High_Bp,really try not to hate ppl but the brad thor types may force me to mainline lisinopril,neutral
larrymadill,I just took my lisinopril with a Bang energy drink because YOLO.,Tweetbot for i<U+039F>S,0,,,Lisinopril,High_Bp,just took my lisinopril with bang energy drink because yolo,neutral
__Nogitsune,Just add lisinopril to your drugs before you die of hypertension. https://t.co/v6DlEBZSsT,Twitter for Android,0,,,Lisinopril,High_Bp,just add lisinopril to your drugs before you die of hypertension,neutral
AUN_OFFICIAL,(Lisinopril: Safe Dosing and Common Side Effects) has been published on All Personal Health - https://t.co/DXT97OAJeQ https://t.co/B9XT80rmUK,All Personal Health,0,,,Lisinopril,High_Bp,lisinopril safe dosing and common side effects has been published on all personal health,neutral
michaelmatfl1,I had chest pains so severe Ashley had to rub my back and took a double dose of Lisinopril.  I am officially fucking old!!!!!!!!!!   Still sipping this beer though,Twitter Lite,0,,,Lisinopril,High_Bp,had chest pains so severe ashley had to rub my back and took double dose of lisinopril am officially fucking old still sipping this beer though,neutral
Justicefourall,"@WarchildsEcho @peplamb Settle down there old fella, get the lisinopril.  I don't want you to blow a valve.",Twitter Web Client,0,,WarchildsEcho peplamb,Lisinopril,High_Bp,settle down there old fella get the lisinopril don want you to blow valve,neutral
thequeenpea80,@FoxNews @TomiLahren @POTUS You really should stop letting tony lisinopril speak for you. Sheâ€™s trash and she exudes a dumpster fire.,Twitter for iPhone,0,,FoxNews TomiLahren POTUS,Lisinopril,High_Bp,you really should stop letting tony lisinopril speak for you she trash and she exudes dumpster fire,neutral
Imogene94904112,@ClutchPointsApp I imagine most of the people in the WH smoke weed. It relaxes you but it does not cause cancer and many of the medications I take. Lisinopril is a blood pressure medication that causes cramps in your legs and causes swallowing problems,Twitter Web Client,0,,ClutchPointsApp,Lisinopril,High_Bp,imagine most of the people in the wh smoke weed it relaxes you but it does not cause cancer and many of the medications take lisinopril is blood pressure medication that causes cramps in your legs and causes swallowing problems,neutral
tagninja40,@IMWHorvitz @rand18m @brianedwardsmd So what happens to your heart if your doctor has had you on lisinopril and then all of a sudden you can't get the doctor to refill the prescription? Just trying to prepare myself. I took my last dose last night,Twitter for iPhone,0,,IMWHorvitz rand18m brianedwardsmd,Lisinopril,High_Bp,so what happens to your heart if your doctor has had you on lisinopril and then all of sudden you can get the doctor to refill the prescription just trying to prepare myself took my last dose last night,neutral
IMWHorvitz,@rand18m @brianedwardsmd Why lisinopril?,Twitter for iPhone,0,,rand18m brianedwardsmd,Lisinopril,High_Bp,why lisinopril,neutral
rand18m,@IMWHorvitz @brianedwardsmd Why not just take Lisinopril!,Twitter for iPhone,0,,IMWHorvitz brianedwardsmd,Lisinopril,High_Bp,why not just take lisinopril,neutral
BCBCouch,@JimboRad4d Jags Twitter is the Lisinopril manufacturer's best friend,Twitter for Android,0,,JimboRad4d,Lisinopril,High_Bp,jags twitter is the lisinopril manufacturer best friend,neutral
jsolofson,@foxerinr Just switched to lisinopril. Hope I can still get it with Endo discontinuing manufacturing. Costs a lot less than enalapril maleate,Twitter for iPad,0,,foxerinr,Lisinopril,High_Bp,just switched to lisinopril hope can still get it with endo discontinuing manufacturing costs lot less than enalapril maleate,neutral
myhealthoneplc,"Dry cough is one of the most common side effects of BP medications called ACE inhibitors (the prils) - e.g. Lisinopril, Ramipril, Benazepril etc. #health #prevention #hypertension #aha #side-effects",Twitter for iPhone,0,health prevention hypertension aha side,,Lisinopril,High_Bp,dry cough is one of the most common side effects of bp medications called ace inhibitors the prils lisinopril ramipril benazepril etc health prevention hypertension aha side effects,neutral
DianeD44,@russianmachine And that's with using either Lisinopril or Olmesartan,Twitter Web Client,0,,russianmachine,Lisinopril,High_Bp,and that with using either lisinopril or olmesartan,neutral
DaveDixonPharmD,@mikesbkelly @accpambuprn Thanks @mikesbkelly - A small pilot we did found lisinopril dosed at night improved nighttime BP in non-dippers more than amlodipine. Makes sense b/c RAAS is activated during nocturnal sleep. I move 1 ant-HTN to PM dosing if they,Twitter Web Client,0,,mikesbkelly accpambuprn mikesbkelly,Lisinopril,High_Bp,thanks small pilot we did found lisinopril dosed at night improved nighttime bp in non dippers more than amlodipine makes sense raas is activated during nocturnal sleep move ant htn to pm dosing if they,neutral
kaufman_roger,@SchmoopyWoopy Lisinopril is cheap,Twitter for Android,0,,SchmoopyWoopy,Lisinopril,High_Bp,lisinopril is cheap,neutral
TVMoody,"@Thirty9Trails Just me... That's the reason for the Lisinopril. Take things way toooo competitive. I've been #2 in Cali in sales for 2 years, this year I've passed the guy who's been #1. Just me.. oh and <f0><U+009F><U+0096><U+0095> Grammer Nazi",Twitter for Android,0,,Thirty9Trails,Lisinopril,High_Bp,trails just me that the reason for the lisinopril take things way toooo competitive ve been in cali in sales for years this year ve passed the guy who been just me oh and grammer nazi,neutral
xpertss97_jeff,"@RUNNNER65 @MeEncanta @Wendys @traderjoes @Walmart Ended up in San Diego, CA after visiting my sister in Alhambra, CA. Stay at Motel 6 and just took my 3rd dose of 3 baby aspirins since I forgot my Lisinopril pills.  https://t.co/2l2O6wMWWS #SAVED",Twitter Lite,0,SAVED,RUNNNER65 MeEncanta Wendys traderjoes Walmart,Lisinopril,High_Bp,ended up in san diego ca after visiting my sister in alhambra ca stay at motel and just took my rd dose of baby aspirins since forgot my lisinopril pills saved,neutral
Nicaea1,@geophf I'm on the 80mg Lipitor and 40mg Lisinopril.,Twitter for Android,0,,geophf,Lisinopril,High_Bp,on the mg lipitor and mg lisinopril,neutral
l_jlhenry77,For anybody on medication for high blood pressure please do not mix lisinopril with alcohol it is almost deadly,Twitter for iPhone,0,,,Lisinopril,High_Bp,for anybody on medication for high blood pressure please do not mix lisinopril with alcohol it is almost deadly,neutral
onlywaytomoMD,RT @Rizzmigizz: I NEED MORE LISINOPRIL,Twitter for Android,1,,Rizzmigizz,Lisinopril,High_Bp,need more lisinopril,neutral
xpertss97_jeff,@nw_nicholas Make sure you keep checking your blood pressure. https://t.co/TIJFq6fhot and baby aspirin will help by stopping the production of platelets to help thin the blood. High blood pressure ruins everything. https://t.co/KRbC5dxCON,Twitter Lite,0,,nw_nicholas,Lisinopril,High_Bp,make sure you keep checking your blood pressure and baby aspirin will help by stopping the production of platelets to help thin the blood high blood pressure ruins everything,neutral
Yuck_Clothing,Pills Online Without Prescription can you take lisinopril and lopressor together https://t.co/iYMBoMTJSQ https://t.co/sTsCCePGvg,Yuck Clothing_Tweet,0,,,Lisinopril,High_Bp,pills online without prescription can you take lisinopril and lopressor together,neutral
rolbev,Good old ENALAPRIL.....has seen its day. Extrapolate to LISINOPRIL. with a 20% Incidence of cough in my practice with ACEs we DO NOT NEED TO USE THEM. ARBs rule the days. https://t.co/MjmwQNoaJe,Facebook,0,,,Lisinopril,High_Bp,good old enalapril has seen its day extrapolate to lisinopril with incidence of cough in my practice with aces we do not need to use them arbs rule the days,neutral
raul_raul96,RT @nclexpharm: #nursingschool lisinoPRIL and the ace inhibitors! https://t.co/8eZBhYxNBe,Twitter for iPhone,4,nursingschool,nclexpharm,Lisinopril,High_Bp,nursingschool lisinopril and the ace inhibitors,neutral
Breethers_,This bitch gone say she got lisinopril for sale 10s Iâ€™m like bitch that is blood pressure medication <f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+0098><U+0082><f0><U+009F><U+00A4><U+00A6><f0><U+009F><U+008F><U+00BD><U+200D><U+2640><U+FE0F> Iâ€™m beyond done,Twitter for iPhone,0,,,Lisinopril,High_Bp,this bitch gone say she got lisinopril for sale like bitch that is blood pressure medication bd fe beyond done,neutral
DrGRuralMD,"@empathsupreme Thatâ€™s so cool. This guy was a regional manager when he retired. He worked with atenolol, lisinopril (including the hctz combo), propofol, and a few others. Heâ€™s fun to talk to. Pharma knowledge is pretty impressive.",Twitter for iPhone,0,,empathsupreme,Lisinopril,High_Bp,that so cool this guy was regional manager when he retired he worked with atenolol lisinopril including the hctz combo propofol and few others he fun to talk to pharma knowledge is pretty impressive,neutral
pharmguy730,"@RxRadioFM That's tough.especially when you're out of something you ALWAYS carry, like lisinopril 20 or metoprolol 50",Twitter for iPad,0,,RxRadioFM,Lisinopril,High_Bp,that tough especially when you re out of something you always carry like lisinopril or metoprolol,neutral
rbabanksoleprop,"Shhhhh. I'm taking the ""amlodipine"". I really am feeling better. But the REALITY IS. IT'S a Female ATTACK on me........The Pussy Riot.",Twitter for Android,0,,,Amlodipine,High_Bp,shhhhh taking the amlodipine really am feeling better but the reality is it female attack on me the pussy riot,neutral
soresokantsuke,Blood Pressure Medicine AZORÂ® (amlodipine and olmesartan) - https://t.co/zdJL6zlFMD,Ronald Bhat,0,,,Amlodipine,High_Bp,blood pressure medicine azor amlodipine and olmesartan,neutral
WriteIndian,"@TimesNow At 105, My Nanaji still works for 8-10 hours/day.<U+263A> No medicines (except a tablet of Amlodipine/daily.)",Twitter for Android,0,,TimesNow,Amlodipine,High_Bp,at my nanaji still works for hours day no medicines except tablet of amlodipine daily,neutral
